,name,pokedex_number,type1,type2,abilities,hp,atk,def,sp_atk,sp_def,speed,height(in),height(m),weight(lbs),weight(kg)
648,Rufflet,627,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Hustle']",70,83,50,37,50,60,"1'08""
","0.5 m
","23.1 lbs.
","10.5 kg
"
649,Runerigus,867,Ground,Ghost,['Wandering Spirit'],58,95,145,50,105,30,"5'03""
","1.6 m
","146.8 lbs.
","66.6 kg
"
650,Sableye,302,Dark,Ghost,"['Keen Eye', 'Stall', 'Prankster', 'Magic Bounce']",50,75,75,65,65,50,"1'08""
","0.5 m
","24.3 lbs.
","11.0 kg
"
651,Salamence,373,Dragon,Flying,"['Intimidate', 'Moxie', 'Aerilate']",95,135,80,110,80,100,"4'11""
","1.5 m
","226.2 lbs.
","102.6 kg
"
652,Salandit,757,Poison,Fire,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,"2'00""
","0.6 m
","10.6 lbs.
","4.8 kg
"
653,Salazzle,758,Poison,Fire,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,"3'11""
","1.2 m
","48.9 lbs.
","22.2 kg
"
654,Samurott,503,Water,Unknown,"['Torrent', 'Shell Armor']",95,100,85,108,70,70,"4'11""
","1.5 m
","208.6 lbs.
","94.6 kg
"
655,Sandaconda,844,Ground,Unknown,"['Sand Spit', 'Shed Skin', 'Sand Veil']",72,107,125,65,70,71,"12'06""
","3.8 m
","144.4 lbs.
","65.5 kg
"
656,Sandile,551,Ground,Dark,"['Intimidate', 'Moxie', 'Anger Point']",50,72,35,35,35,65,"2'04""
","0.7 m
","33.5 lbs.
","15.2 kg
"
657,Sandshrew,27,Ground,Unknown,"['Sand Veil', 'Snow Cloak', 'Sand Rush', 'Slush Rush']",50,75,85,20,30,40,"2'00""
","0.6 m
","26.5 lbs.
","12.0 kg
"
658,Sandslash,28,Ground,Unknown,"['Sand Veil', 'Snow Cloak', 'Sand Rush', 'Slush Rush']",75,100,110,45,55,65,"3'03""
","1.0 m
","65.0 lbs.
","29.5 kg
"
659,Sandygast,769,Ghost,Ground,"['Water Compaction', 'Sand Veil']",55,55,80,70,45,15,"1'08""
","0.5 m
","154.3 lbs.
","70.0 kg
"
660,Sawk,539,Fighting,Unknown,"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,125,75,30,75,85,"4'07""
","1.4 m
","112.4 lbs.
","51.0 kg
"
661,Sawsbuck,586,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,100,70,60,70,95,"6'03""
","1.9 m
","203.9 lbs.
","92.5 kg
"
662,Scatterbug,664,Bug,Unknown,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",38,35,40,27,25,35,"1'00""
","0.3 m
","5.5 lbs.
","2.5 kg
"
663,Sceptile,254,Grass,Unknown,"['Overgrow', 'Unburden', 'Lightning Rod']",70,85,65,105,85,120,"5'07""
","1.7 m
","115.1 lbs.
","52.2 kg
"
664,Scizor,212,Bug,Steel,"['Swarm', 'Technician', 'Light Metal', 'Technician']",70,130,100,55,80,65,"5'11""
","1.8 m
","260.1 lbs.
","118.0 kg
"
665,Scolipede,545,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",60,90,89,55,69,112,"8'02""
","2.5 m
","442.0 lbs.
","200.5 kg
"
666,Scorbunny,813,Fire,Unknown,"['Blaze', 'Libero']",50,71,40,40,40,69,"1'00""
","0.3 m
","9.9 lbs.
","4.5 kg
"
667,Scrafty,560,Dark,Fighting,"['Shed Skin', 'Moxie', 'Intimidate']",65,90,115,45,115,58,"3'07""
","1.1 m
","66.1 lbs.
","30.0 kg
"
668,Scraggy,559,Dark,Fighting,"['Shed Skin', 'Moxie', 'Intimidate']",50,75,70,35,70,48,"2'00""
","0.6 m
","26.0 lbs.
","11.8 kg
"
669,Scyther,123,Bug,Flying,"['Swarm', 'Technician', 'Steadfast']",70,110,80,55,80,105,"4'11""
","1.5 m
","123.5 lbs.
","56.0 kg
"
670,Seadra,117,Water,Unknown,"['Poison Point', 'Sniper', 'Damp']",55,65,95,95,45,85,"3'11""
","1.2 m
","55.1 lbs.
","25.0 kg
"
671,Seaking,119,Water,Unknown,"['Swift Swim', 'Water Veil', 'Lightning Rod']",80,92,65,65,80,68,"4'03""
","1.3 m
","86.0 lbs.
","39.0 kg
"
672,Sealeo,364,Ice,Water,"['Thick Fat', 'Ice Body', 'Gen IV+', 'Oblivious']",90,60,70,75,70,45,"3'07""
","1.1 m
","193.1 lbs.
","87.6 kg
"
673,Seedot,273,Grass,Unknown,"['Chlorophyll', 'Early Bird', 'Pickpocket']",40,40,50,30,30,30,"1'08""
","0.5 m
","8.8 lbs.
","4.0 kg
"
674,Seel,86,Water,Unknown,"['Thick Fat', 'Hydration', 'Ice Body']",65,45,55,45,70,45,"3'07""
","1.1 m
","198.4 lbs.
","90.0 kg
"
675,Seismitoad,537,Water,Ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",105,85,75,85,75,74,"4'11""
","1.5 m
","136.7 lbs.
","62.0 kg
"
676,Sentret,161,Normal,Unknown,"['Run Away', 'Keen Eye', 'Frisk']",35,46,34,35,45,20,"2'07""
","0.8 m
","13.2 lbs.
","6.0 kg
"
677,Serperior,497,Grass,Unknown,"['Overgrow', 'Contrary']",75,75,95,75,95,113,"10'10""
","3.3 m
","138.9 lbs.
","63.0 kg
"
678,Servine,496,Grass,Unknown,"['Overgrow', 'Contrary']",60,60,75,60,75,83,"2'07""
","0.8 m
","35.3 lbs.
","16.0 kg
"
679,Seviper,336,Poison,Unknown,"['Shed Skin', 'Infiltrator']",73,100,60,100,60,65,"8'10""
","2.7 m
","115.7 lbs.
","52.5 kg
"
680,Sewaddle,540,Bug,Grass,"['Swarm', 'Chlorophyll', 'Overcoat']",45,53,70,40,60,42,"1'00""
","0.3 m
","5.5 lbs.
","2.5 kg
"
681,Sharpedo,319,Water,Dark,"['Rough Skin', 'Speed Boost', 'Strong Jaw']",70,120,40,95,40,95,"5'11""
","1.8 m
","195.8 lbs.
","88.8 kg
"
682,Shaymin,492,Grass,Unknown,"['Natural Cure', 'Serene Grace']",100,100,100,100,100,100,"0'08""
","0.2 m
","4.6 lbs.
","2.1 kg
"
683,Shedinja,292,Bug,Ghost,['Wonder Guard'],1,90,45,30,30,40,"2'07""
","0.8 m
","2.6 lbs.
","1.2 kg
"
684,Shelgon,372,Dragon,Unknown,"['Rock Head', 'Overcoat']",65,95,100,60,50,50,"3'07""
","1.1 m
","243.6 lbs.
","110.5 kg
"
685,Shellder,90,Water,Unknown,"['Shell Armor', 'Skill Link', 'Overcoat']",30,65,100,45,25,40,"1'00""
","0.3 m
","8.8 lbs.
","4.0 kg
"
686,Shellos,422,Water,Unknown,"['Sticky Hold', 'Storm Drain', 'Sand Force']",76,48,48,57,62,34,"1'00""
","0.3 m
","13.9 lbs.
","6.3 kg
"
687,Shelmet,616,Bug,Unknown,"['Hydration', 'Shell Armor', 'Overcoat']",50,40,85,40,65,25,"1'04""
","0.4 m
","17.0 lbs.
","7.7 kg
"
688,Shieldon,410,Rock,Steel,"['Sturdy', 'Soundproof']",30,42,118,42,88,30,"1'08""
","0.5 m
","125.7 lbs.
","57.0 kg
"
689,Shiftry,275,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",90,100,60,90,60,80,"4'03""
","1.3 m
","131.4 lbs.
","59.6 kg
"
690,Shiinotic,756,Grass,Fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",60,45,80,90,100,30,"3'03""
","1.0 m
","25.4 lbs.
","11.5 kg
"
691,Shinx,403,Electric,Unknown,"['Rivalry', 'Intimidate', 'Guts']",45,65,34,40,34,45,"1'08""
","0.5 m
","20.9 lbs.
","9.5 kg
"
692,Shroomish,285,Grass,Unknown,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,"1'04""
","0.4 m
","9.9 lbs.
","4.5 kg
"
693,Shuckle,213,Bug,Rock,"['Sturdy', 'Gluttony', 'Contrary']",20,10,230,10,230,5,"2'00""
","0.6 m
","45.2 lbs.
","20.5 kg
"
694,Shuppet,353,Ghost,Unknown,"['Insomnia', 'Frisk', 'Gen IV+', 'Cursed Body']",44,75,35,63,33,45,"2'00""
","0.6 m
","5.1 lbs.
","2.3 kg
"
695,Sigilyph,561,Psychic,Flying,"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",72,58,80,103,80,97,"4'07""
","1.4 m
","30.9 lbs.
","14.0 kg
"
696,Silcoon,266,Bug,Unknown,['Shed Skin'],50,35,55,25,25,15,"2'00""
","0.6 m
","22.0 lbs.
","10.0 kg
"
697,Silicobra,843,Ground,Unknown,"['Sand Spit', 'Shed Skin', 'Sand Veil']",52,57,75,35,50,46,"7'03""
","2.2 m
","16.8 lbs.
","7.6 kg
"
698,Silvally,773,Normal,Unknown,['RKS System'],95,95,95,95,95,95,"7'07""
","2.3 m
","221.6 lbs.
","100.5 kg
"
699,Simipour,516,Water,Unknown,"['Gluttony', 'Torrent']",75,98,63,98,63,101,"3'03""
","1.0 m
","63.9 lbs.
","29.0 kg
"
700,Simisage,512,Grass,Unknown,"['Gluttony', 'Overgrow']",75,98,63,98,63,101,"3'07""
","1.1 m
","67.2 lbs.
","30.5 kg
"
701,Simisear,514,Fire,Unknown,"['Gluttony', 'Blaze']",75,98,63,98,63,101,"3'03""
","1.0 m
","61.7 lbs.
","28.0 kg
"
702,Sinistea,854,Ghost,Unknown,"['Weak Armor', 'Cursed Body']",40,45,45,74,54,50,"0'04""
","0.1 m
","0.4 lbs.
","0.2 kg
"
703,Sirfetch'd,865,Fighting,Unknown,"['Steadfast', 'Scrappy']",62,135,95,68,82,65,"2'07""
","0.8 m
","257.9 lbs.
","117.0 kg
"
704,Sizzlipede,850,Fire,Bug,"['Flash Fire', 'White Smoke', 'Flame Body']",50,65,45,50,50,45,"2'04""
","0.7 m
","2.2 lbs.
","1.0 kg
"
705,Skarmory,227,Steel,Flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",65,80,140,40,70,70,"5'07""
","1.7 m
","111.3 lbs.
","50.5 kg
"
706,Skiddo,672,Grass,Unknown,"['Sap Sipper', 'Grass Pelt']",66,65,48,62,57,52,"2'11""
","0.9 m
","68.3 lbs.
","31.0 kg
"
707,Skiploom,188,Grass,Flying,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",55,45,50,45,65,80,"2'00""
","0.6 m
","2.2 lbs.
","1.0 kg
"
708,Skitty,300,Normal,Unknown,"['Cute Charm', 'Normalize', 'Wonder Skin']",50,45,45,35,35,50,"2'00""
","0.6 m
","24.3 lbs.
","11.0 kg
"
709,Skorupi,451,Poison,Bug,"['Battle Armor', 'Sniper', 'Keen Eye']",40,50,90,30,55,65,"2'07""
","0.8 m
","26.5 lbs.
","12.0 kg
"
710,Skrelp,690,Poison,Water,"['Poison Point', 'Poison Touch', 'Adaptability']",50,60,60,60,60,30,"1'08""
","0.5 m
","16.1 lbs.
","7.3 kg
"
711,Skuntank,435,Poison,Dark,"['Stench', 'Aftermath', 'Keen Eye']",103,93,67,71,61,84,"3'03""
","1.0 m
","83.8 lbs.
","38.0 kg
"
712,Skwovet,819,Normal,Unknown,"['Cheek Pouch', 'Gluttony']",70,55,55,35,35,25,"1'00""
","0.3 m
","5.5 lbs.
","2.5 kg
"
713,Slaking,289,Normal,Unknown,['Truant'],150,160,100,95,65,100,"6'07""
","2.0 m
","287.7 lbs.
","130.5 kg
"
714,Slakoth,287,Normal,Unknown,['Truant'],60,60,60,35,35,30,"2'07""
","0.8 m
","52.9 lbs.
","24.0 kg
"
715,Sliggoo,705,Dragon,Unknown,"['Sap Sipper', 'Hydration', 'Sap Sipper', 'Overcoat', 'Gooey']",68,75,53,83,113,60,"2'07""
","0.8 m
","38.6 lbs.
","17.5 kg
"
716,Slowbro,80,Water,Psychic,"['Oblivious', 'Own Tempo', 'Quick Draw', 'Own Tempo', 'Regenerator']",95,75,110,100,80,30,"5'03""
","1.6 m
","173.1 lbs.
","78.5 kg
"
717,Slowking,199,Water,Psychic,"['Oblivious', 'Own Tempo', 'Curious Medicine', 'Own Tempo', 'Regenerator']",95,75,80,100,110,30,"6'07""
","2.0 m
","175.3 lbs.
","79.5 kg
"
718,Slowpoke,79,Water,Psychic,"['Oblivious', 'Own Tempo', 'Gluttony', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,"3'11""
","1.2 m
","79.4 lbs.
","36.0 kg
"
719,Slugma,218,Fire,Unknown,"['Magma Armor', 'Flame Body', 'Weak Armor']",40,40,40,70,40,20,"2'04""
","0.7 m
","77.2 lbs.
","35.0 kg
"
720,Slurpuff,685,Fairy,Unknown,"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,"2'07""
","0.8 m
","11.0 lbs.
","5.0 kg
"
721,Smeargle,235,Normal,Unknown,"['Own Tempo', 'Technician', 'Moody']",55,20,35,20,45,75,"3'11""
","1.2 m
","127.9 lbs.
","58.0 kg
"
722,Smoochum,238,Ice,Psychic,"['Oblivious', 'Forewarn', 'Hydration']",45,30,15,85,65,65,"1'04""
","0.4 m
","13.2 lbs.
","6.0 kg
"
723,Sneasel,215,Dark,Ice,"['Inner Focus', 'Keen Eye', 'Pickpocket', 'Poison Touch']",55,95,55,35,75,115,"2'11""
","0.9 m
","61.7 lbs.
","28.0 kg
"
724,Sneasler,903,Fighting,Poison,"['Pressure', 'Poison Touch']",80,130,60,40,80,120,"4'03""
","1.3 m
","94.8 lbs.
","43.0 kg
"
725,Snivy,495,Grass,Unknown,"['Overgrow', 'Contrary']",45,45,55,45,55,63,"2'00""
","0.6 m
","17.9 lbs.
","8.1 kg
"
726,Snom,872,Ice,Bug,"['Shield Dust', 'Ice Scales']",30,25,35,45,30,20,"1'00""
","0.3 m
","8.4 lbs.
","3.8 kg
"
727,Snorlax,143,Normal,Unknown,"['Immunity', 'Thick Fat', 'Gluttony']",160,110,65,65,110,30,"6'11""
","2.1 m
","1014.1 lbs.
","460.0 kg
"
728,Snorunt,361,Ice,Unknown,"['Inner Focus', 'Ice Body', 'Gen IV+', 'Moody']",50,50,50,50,50,50,"2'04""
","0.7 m
","37.0 lbs.
","16.8 kg
"
729,Snover,459,Grass,Ice,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,"3'03""
","1.0 m
","111.3 lbs.
","50.5 kg
"
730,Snubbull,209,Fairy,Unknown,"['Intimidate', 'Run Away', 'Rattled']",60,80,50,40,40,30,"2'00""
","0.6 m
","17.2 lbs.
","7.8 kg
"
731,Sobble,816,Water,Unknown,"['Torrent', 'Sniper']",50,40,40,70,40,70,"1'00""
","0.3 m
","8.8 lbs.
","4.0 kg
"
732,Solgaleo,791,Psychic,Steel,['Full Metal Body'],137,137,107,113,89,97,"11'02""
","3.4 m
","507.1 lbs.
","230.0 kg
"
733,Solosis,577,Psychic,Unknown,"['Overcoat', 'Magic Guard', 'Regenerator']",45,30,40,105,50,20,"1'00""
","0.3 m
","2.2 lbs.
","1.0 kg
"
734,Solrock,338,Rock,Psychic,['Levitate'],70,95,85,55,65,70,"3'11""
","1.2 m
","339.5 lbs.
","154.0 kg
"
735,Spearow,21,Normal,Flying,"['Keen Eye', 'Sniper']",40,60,30,31,31,70,"1'00""
","0.3 m
","4.4 lbs.
","2.0 kg
"
736,Spectrier,897,Ghost,Unknown,['Grim Neigh'],100,65,60,145,80,130,"6'07""
","2.0 m
","98.1 lbs.
","44.5 kg
"
737,Spewpa,665,Bug,Unknown,"['Shed Skin', 'Friend Guard']",45,22,60,27,30,29,"1'00""
","0.3 m
","18.5 lbs.
","8.4 kg
"
738,Spheal,363,Ice,Water,"['Thick Fat', 'Ice Body', 'Gen IV+', 'Oblivious']",70,40,50,55,50,25,"2'07""
","0.8 m
","87.1 lbs.
","39.5 kg
"
739,Spinarak,167,Bug,Poison,"['Swarm', 'Insomnia', 'Sniper']",40,60,40,40,40,30,"1'08""
","0.5 m
","18.7 lbs.
","8.5 kg
"
740,Spinda,327,Normal,Unknown,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,60,60,60,60,60,"3'07""
","1.1 m
","11.0 lbs.
","5.0 kg
"
741,Spiritomb,442,Ghost,Dark,"['Pressure', 'Infiltrator']",50,92,108,92,108,35,"3'03""
","1.0 m
","238.1 lbs.
","108.0 kg
"
742,Spoink,325,Psychic,Unknown,"['Thick Fat', 'Own Tempo', 'Gluttony']",60,25,35,70,80,60,"2'04""
","0.7 m
","67.5 lbs.
","30.6 kg
"
743,Spritzee,682,Fairy,Unknown,"['Healer', 'Aroma Veil']",78,52,60,63,65,23,"0'08""
","0.2 m
","1.1 lbs.
","0.5 kg
"
744,Squirtle,7,Water,Unknown,"['Torrent', 'Rain Dish']",44,48,65,50,64,43,"1'08""
","0.5 m
","19.8 lbs.
","9.0 kg
"
745,Stakataka,805,Rock,Steel,['Beast Boost'],61,131,211,53,101,13,"18'01""
","5.5 m
","1807.8 lbs.
","820.0 kg
"
746,Stantler,234,Normal,Unknown,"['Intimidate', 'Frisk', 'Sap Sipper']",73,95,62,85,65,85,"4'07""
","1.4 m
","157.0 lbs.
","71.2 kg
"
747,Staraptor,398,Normal,Flying,"['Intimidate', 'Reckless']",85,120,70,50,50,100,"3'11""
","1.2 m
","54.9 lbs.
","24.9 kg
"
748,Staravia,397,Normal,Flying,"['Intimidate', 'Reckless']",55,75,50,40,40,80,"2'00""
","0.6 m
","34.2 lbs.
","15.5 kg
"
749,Starly,396,Normal,Flying,"['Keen Eye', 'Reckless']",40,55,30,30,30,60,"1'00""
","0.3 m
","4.4 lbs.
","2.0 kg
"
750,Starmie,121,Water,Psychic,"['Illuminate', 'Natural Cure', 'Analytic']",60,75,85,100,85,115,"3'07""
","1.1 m
","176.4 lbs.
","80.0 kg
"
751,Staryu,120,Water,Unknown,"['Illuminate', 'Natural Cure', 'Analytic']",30,45,55,70,55,85,"2'07""
","0.8 m
","76.1 lbs.
","34.5 kg
"
752,Steelix,208,Steel,Ground,"['Rock Head', 'Sturdy', 'Sheer Force', 'Sand Force']",75,85,200,55,65,30,"30'02""
","9.2 m
","881.8 lbs.
","400.0 kg
"
753,Steenee,762,Grass,Unknown,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,"2'04""
","0.7 m
","18.1 lbs.
","8.2 kg
"
754,Stonjourner,874,Rock,Unknown,['Power Spot'],100,125,135,20,20,70,"8'02""
","2.5 m
","1146.4 lbs.
","520.0 kg
"
755,Stoutland,508,Normal,Unknown,"['Intimidate', 'Sand Rush', 'Scrappy']",85,100,90,45,90,80,"3'11""
","1.2 m
","134.5 lbs.
","61.0 kg
"
756,Stufful,759,Normal,Fighting,"['Fluffy', 'Klutz', 'Cute Charm']",70,75,50,45,50,50,"1'08""
","0.5 m
","15.0 lbs.
","6.8 kg
"
757,Stunfisk,618,Ground,Electric,"['Static', 'Limber', 'Mimicry', 'Sand Veil']",109,66,84,81,99,32,"2'04""
","0.7 m
","24.3 lbs.
","11.0 kg
"
758,Stunky,434,Poison,Dark,"['Stench', 'Aftermath', 'Keen Eye']",63,63,47,41,41,74,"1'04""
","0.4 m
","42.3 lbs.
","19.2 kg
"
759,Sudowoodo,185,Rock,Unknown,"['Sturdy', 'Rock Head', 'Rattled']",70,100,115,30,65,30,"3'11""
","1.2 m
","83.8 lbs.
","38.0 kg
"
760,Suicune,245,Water,Unknown,"['Pressure', 'Inner Focus']",100,75,115,90,115,85,"6'07""
","2.0 m
","412.3 lbs.
","187.0 kg
"
761,Sunflora,192,Grass,Unknown,"['Chlorophyll', 'Solar Power', 'Early Bird']",75,75,55,105,85,30,"2'07""
","0.8 m
","18.7 lbs.
","8.5 kg
"
762,Sunkern,191,Grass,Unknown,"['Chlorophyll', 'Solar Power', 'Early Bird']",30,30,30,30,30,30,"1'00""
","0.3 m
","4.0 lbs.
","1.8 kg
"
763,Surskit,283,Bug,Water,"['Swift Swim', 'Rain Dish']",40,30,32,50,52,65,"1'08""
","0.5 m
","3.7 lbs.
","1.7 kg
"
764,Swablu,333,Normal,Flying,"['Natural Cure', 'Cloud Nine']",45,40,60,40,75,50,"1'04""
","0.4 m
","2.6 lbs.
","1.2 kg
"
765,Swadloon,541,Bug,Grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",55,63,90,50,80,42,"1'08""
","0.5 m
","16.1 lbs.
","7.3 kg
"
766,Swalot,317,Poison,Unknown,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",100,73,83,73,83,55,"5'07""
","1.7 m
","176.4 lbs.
","80.0 kg
"
767,Swampert,260,Water,Ground,"['Torrent', 'Damp', 'Swift Swim']",100,110,90,85,90,60,"4'11""
","1.5 m
","180.6 lbs.
","81.9 kg
"
768,Swanna,581,Water,Flying,"['Keen Eye', 'Big Pecks', 'Hydration']",75,87,63,87,63,98,"4'03""
","1.3 m
","53.4 lbs.
","24.2 kg
"
769,Swellow,277,Normal,Flying,"['Guts', 'Scrappy']",60,85,60,50,50,125,"2'04""
","0.7 m
","43.7 lbs.
","19.8 kg
"
770,Swinub,220,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50,50,40,30,30,50,"1'04""
","0.4 m
","14.3 lbs.
","6.5 kg
"
771,Swirlix,684,Fairy,Unknown,"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,"1'04""
","0.4 m
","7.7 lbs.
","3.5 kg
"
772,Swoobat,528,Psychic,Flying,"['Unaware', 'Klutz', 'Simple']",67,57,55,77,55,114,"2'11""
","0.9 m
","23.1 lbs.
","10.5 kg
"
773,Sylveon,700,Fairy,Unknown,"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,"3'03""
","1.0 m
","51.8 lbs.
","23.5 kg
"
774,Taillow,276,Normal,Flying,"['Guts', 'Scrappy']",40,55,30,30,30,85,"1'00""
","0.3 m
","5.1 lbs.
","2.3 kg
"
775,Talonflame,663,Fire,Flying,"['Flame Body', 'Gale Wings']",78,81,71,74,69,126,"3'11""
","1.2 m
","54.0 lbs.
","24.5 kg
"
776,Tangela,114,Grass,Unknown,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",65,55,115,100,40,60,"3'03""
","1.0 m
","77.2 lbs.
","35.0 kg
"
777,Tangrowth,465,Grass,Unknown,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,"6'07""
","2.0 m
","283.5 lbs.
","128.6 kg
"
778,Tapu Bulu,787,Grass,Fairy,"['Grassy Surge', 'Telepathy']",70,130,115,85,95,75,"6'03""
","1.9 m
","100.3 lbs.
","45.5 kg
"
779,Tapu Fini,788,Water,Fairy,"['Misty Surge', 'Telepathy']",70,75,115,95,130,85,"4'03""
","1.3 m
","46.7 lbs.
","21.2 kg
"
780,Tapu Koko,785,Electric,Fairy,"['Electric Surge', 'Telepathy']",70,115,85,95,75,130,"5'11""
","1.8 m
","45.2 lbs.
","20.5 kg
"
781,Tapu Lele,786,Psychic,Fairy,"['Psychic Surge', 'Telepathy']",70,85,75,130,115,95,"3'11""
","1.2 m
","41.0 lbs.
","18.6 kg
"
782,Tauros,128,Normal,Unknown,"['Intimidate', 'Anger Point', 'Sheer Force']",75,100,95,40,70,110,"4'07""
","1.4 m
","194.9 lbs.
","88.4 kg
"
783,Teddiursa,216,Normal,Unknown,"['Pickup', 'Quick Feet', 'Honey Gather']",60,80,50,50,50,40,"2'00""
","0.6 m
","19.4 lbs.
","8.8 kg
"
784,Tentacool,72,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",40,40,35,50,100,70,"2'11""
","0.9 m
","100.3 lbs.
","45.5 kg
"
785,Tentacruel,73,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",80,70,65,80,120,100,"5'03""
","1.6 m
","121.3 lbs.
","55.0 kg
"
786,Tepig,498,Fire,Unknown,"['Blaze', 'Thick Fat']",65,63,45,45,45,45,"1'08""
","0.5 m
","21.8 lbs.
","9.9 kg
"
787,Terrakion,639,Rock,Fighting,['Justified'],91,129,90,72,90,108,"6'03""
","1.9 m
","573.2 lbs.
","260.0 kg
"
788,Thievul,828,Dark,Unknown,"['Run Away', 'Unburden', 'Stakeout']",70,58,58,87,92,90,"3'11""
","1.2 m
","43.9 lbs.
","19.9 kg
"
789,Throh,538,Fighting,Unknown,"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,"4'03""
","1.3 m
","122.4 lbs.
","55.5 kg
"
790,Thundurus,642,Electric,Flying,"['Prankster', 'Volt Absorb', 'Defiant']",79,115,70,125,80,111,"4'11""
","1.5 m
","134.5 lbs.
","61.0 kg
"
791,Thwackey,811,Grass,Unknown,"['Overgrow', 'Grassy Surge']",70,85,70,55,60,80,"2'04""
","0.7 m
","30.9 lbs.
","14.0 kg
"
792,Timburr,532,Fighting,Unknown,"['Guts', 'Sheer Force', 'Iron Fist']",75,80,55,25,35,35,"2'00""
","0.6 m
","27.6 lbs.
","12.5 kg
"
793,Tirtouga,564,Water,Rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",54,78,103,53,45,22,"2'04""
","0.7 m
","36.4 lbs.
","16.5 kg
"
794,Togedemaru,777,Electric,Steel,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,"1'00""
","0.3 m
","7.3 lbs.
","3.3 kg
"
795,Togekiss,468,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,"4'11""
","1.5 m
","83.8 lbs.
","38.0 kg
"
796,Togepi,175,Fairy,Unknown,"['Hustle', 'Serene Grace', 'Super Luck']",35,20,65,40,65,20,"1'00""
","0.3 m
","3.3 lbs.
","1.5 kg
"
797,Togetic,176,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",55,40,85,80,105,40,"2'00""
","0.6 m
","7.1 lbs.
","3.2 kg
"
798,Torchic,255,Fire,Unknown,"['Blaze', 'Speed Boost']",45,60,40,70,50,45,"1'04""
","0.4 m
","5.5 lbs.
","2.5 kg
"
799,Torkoal,324,Fire,Unknown,"['White Smoke', 'Drought', 'Gen VII+', 'Shell Armor']",70,85,140,85,70,20,"1'08""
","0.5 m
","177.3 lbs.
","80.4 kg
"
800,Tornadus,641,Flying,Unknown,"['Prankster', 'Regenerator', 'Defiant']",79,115,70,125,80,111,"4'11""
","1.5 m
","138.9 lbs.
","63.0 kg
"
801,Torracat,726,Fire,Unknown,"['Blaze', 'Intimidate']",65,85,50,80,50,90,"2'04""
","0.7 m
","55.1 lbs.
","25.0 kg
"
802,Torterra,389,Grass,Ground,"['Overgrow', 'Shell Armor']",95,109,105,75,85,56,"7'03""
","2.2 m
","683.4 lbs.
","310.0 kg
"
803,Totodile,158,Water,Unknown,"['Torrent', 'Sheer Force']",50,65,64,44,48,43,2??0??,"0.6 m
","20.9 lbs.
","9.5 kg
"
804,Toucannon,733,Normal,Flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",80,120,75,75,75,60,"3'07""
","1.1 m
","57.3 lbs.
","26.0 kg
"
805,Toxapex,748,Poison,Water,"['Merciless', 'Limber', 'Regenerator']",50,63,152,53,142,35,"2'04""
","0.7 m
","32.0 lbs.
","14.5 kg
"
806,Toxel,848,Electric,Poison,"['Rattled', 'Static', 'Klutz']",40,38,35,54,35,40,"1'04""
","0.4 m
","24.3 lbs.
","11.0 kg
"
807,Toxicroak,454,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,"4'03""
","1.3 m
","97.9 lbs.
","44.4 kg
"
808,Toxtricity,849,Electric,Poison,"['Punk Rock', 'Plus', 'Punk Rock', 'Minus', 'Technician']",75,98,70,114,70,75,"5'03""
","1.6 m
","88.2 lbs.
","40.0 kg
"
